code,yfinance_code,exchange
300553,300553.SZ,深交所
300554,300554.SZ,深交所
300555,300555.SZ,深交所
300558,300558.SZ,深交所
300559,300559.SZ,深交所
300560,300560.SZ,深交所
300567,300567.SZ,深交所
300568,300568.SZ,深交所
300569,300569.SZ,深交所
300571,300571.SZ,深交所
300575,300575.SZ,深交所
300576,300576.SZ,深交所
300577,300577.SZ,深交所
300579,300579.SZ,深交所
300581,300581.SZ,深交所
300582,300582.SZ,深交所
300583,300583.SZ,深交所
300585,300585.SZ,深交所
300586,300586.SZ,深交所
300588,300588.SZ,深交所
300589,300589.SZ,深交所
300590,300590.SZ,深交所
300591,300591.SZ,深交所
300592,300592.SZ,深交所
300593,300593.SZ,深交所
300594,300594.SZ,深交所
300598,300598.SZ,深交所
300599,300599.SZ,深交所
300627,300627.SZ,深交所
300629,300629.SZ,深交所
300651,300651.SZ,深交所
300652,300652.SZ,深交所
300653,300653.SZ,深交所
300654,300654.SZ,深交所
300655,300655.SZ,深交所
300656,300656.SZ,深交所
300657,300657.SZ,深交所
300658,300658.SZ,深交所
300659,300659.SZ,深交所
300660,300660.SZ,深交所
300661,300661.SZ,深交所
300662,300662.SZ,深交所
300663,300663.SZ,深交所
300664,300664.SZ,深交所
300665,300665.SZ,深交所
300666,300666.SZ,深交所
300667,300667.SZ,深交所
300668,300668.SZ,深交所
300669,300669.SZ,深交所
300670,300670.SZ,深交所
300671,300671.SZ,深交所
300672,300672.SZ,深交所
300673,300673.SZ,深交所
300674,300674.SZ,深交所
300675,300675.SZ,深交所
300676,300676.SZ,深交所
300677,300677.SZ,深交所
300678,300678.SZ,深交所
300679,300679.SZ,深交所
300680,300680.SZ,深交所
300681,300681.SZ,深交所
300682,300682.SZ,深交所
300683,300683.SZ,深交所
300684,300684.SZ,深交所
300685,300685.SZ,深交所
300686,300686.SZ,深交所
300687,300687.SZ,深交所
300688,300688.SZ,深交所
300689,300689.SZ,深交所
300690,300690.SZ,深交所
300691,300691.SZ,深交所
300692,300692.SZ,深交所
300693,300693.SZ,深交所
300694,300694.SZ,深交所
300695,300695.SZ,深交所
300696,300696.SZ,深交所
300697,300697.SZ,深交所
300698,300698.SZ,深交所
300699,300699.SZ,深交所
300700,300700.SZ,深交所
300751,300751.SZ,深交所
300752,300752.SZ,深交所
300753,300753.SZ,深交所
300755,300755.SZ,深交所
300756,300756.SZ,深交所
300757,300757.SZ,深交所
300758,300758.SZ,深交所
300759,300759.SZ,深交所
300760,300760.SZ,深交所
300761,300761.SZ,深交所
300762,300762.SZ,深交所
300763,300763.SZ,深交所
300765,300765.SZ,深交所
300766,300766.SZ,深交所
300767,300767.SZ,深交所
300768,300768.SZ,深交所
300769,300769.SZ,深交所
300770,300770.SZ,深交所
300771,300771.SZ,深交所
300772,300772.SZ,深交所
300773,300773.SZ,深交所
300774,300774.SZ,深交所
300775,300775.SZ,深交所
300776,300776.SZ,深交所
300777,300777.SZ,深交所
300778,300778.SZ,深交所
300779,300779.SZ,深交所
300780,300780.SZ,深交所
300781,300781.SZ,深交所
300782,300782.SZ,深交所
300783,300783.SZ,深交所
300784,300784.SZ,深交所
300785,300785.SZ,深交所
300786,300786.SZ,深交所
300787,300787.SZ,深交所
300788,300788.SZ,深交所
300789,300789.SZ,深交所
300790,300790.SZ,深交所
300791,300791.SZ,深交所
300792,300792.SZ,深交所
300793,300793.SZ,深交所
300795,300795.SZ,深交所
300796,300796.SZ,深交所
300797,300797.SZ,深交所
300798,300798.SZ,深交所
300800,300800.SZ,深交所
300801,300801.SZ,深交所
300802,300802.SZ,深交所
300803,300803.SZ,深交所
300804,300804.SZ,深交所
300805,300805.SZ,深交所
300806,300806.SZ,深交所
300808,300808.SZ,深交所
300809,300809.SZ,深交所
300810,300810.SZ,深交所
300811,300811.SZ,深交所
300812,300812.SZ,深交所
300813,300813.SZ,深交所
300814,300814.SZ,深交所
300815,300815.SZ,深交所
300816,300816.SZ,深交所
300817,300817.SZ,深交所
300818,300818.SZ,深交所
300819,300819.SZ,深交所
300820,300820.SZ,深交所
300821,300821.SZ,深交所
300822,300822.SZ,深交所
300823,300823.SZ,深交所
300824,300824.SZ,深交所
300825,300825.SZ,深交所
300826,300826.SZ,深交所
300827,300827.SZ,深交所
300828,300828.SZ,深交所
300829,300829.SZ,深交所
300830,300830.SZ,深交所
300831,300831.SZ,深交所
300832,300832.SZ,深交所
300833,300833.SZ,深交所
300834,300834.SZ,深交所
300835,300835.SZ,深交所
300836,300836.SZ,深交所
300837,300837.SZ,深交所
300838,300838.SZ,深交所
300839,300839.SZ,深交所
300840,300840.SZ,深交所
300841,300841.SZ,深交所
300842,300842.SZ,深交所
300843,300843.SZ,深交所
300844,300844.SZ,深交所
300845,300845.SZ,深交所
300846,300846.SZ,深交所
300847,300847.SZ,深交所
300848,300848.SZ,深交所
300849,300849.SZ,深交所
300850,300850.SZ,深交所
300851,300851.SZ,深交所
300852,300852.SZ,深交所
300853,300853.SZ,深交所
300855,300855.SZ,深交所
300856,300856.SZ,深交所
300857,300857.SZ,深交所
300861,300861.SZ,深交所
300862,300862.SZ,深交所
300863,300863.SZ,深交所
300865,300865.SZ,深交所
300866,300866.SZ,深交所
300869,300869.SZ,深交所
300873,300873.SZ,深交所
300876,300876.SZ,深交所
300877,300877.SZ,深交所
300878,300878.SZ,深交所
300880,300880.SZ,深交所
300881,300881.SZ,深交所
300884,300884.SZ,深交所
300885,300885.SZ,深交所
300886,300886.SZ,深交所
300887,300887.SZ,深交所
300890,300890.SZ,深交所
300891,300891.SZ,深交所
300892,300892.SZ,深交所
300893,300893.SZ,深交所
300896,300896.SZ,深交所
300898,300898.SZ,深交所
300899,300899.SZ,深交所
301000,301000.SZ,深交所
301006,301006.SZ,深交所
301009,301009.SZ,深交所
301013,301013.SZ,深交所
301024,301024.SZ,深交所
301031,301031.SZ,深交所
301053,301053.SZ,深交所
301057,301057.SZ,深交所
301063,301063.SZ,深交所
301073,301073.SZ,深交所
301078,301078.SZ,深交所
301083,301083.SZ,深交所
301100,301100.SZ,深交所
301138,301138.SZ,深交所
301139,301139.SZ,深交所
301151,301151.SZ,深交所
301152,301152.SZ,深交所
301153,301153.SZ,深交所
301155,301155.SZ,深交所
301156,301156.SZ,深交所
301157,301157.SZ,深交所
301158,301158.SZ,深交所
301159,301159.SZ,深交所
301160,301160.SZ,深交所
301161,301161.SZ,深交所
301162,301162.SZ,深交所
301163,301163.SZ,深交所
301165,301165.SZ,深交所
301166,301166.SZ,深交所
301167,301167.SZ,深交所
301168,301168.SZ,深交所
301169,301169.SZ,深交所
301170,301170.SZ,深交所
301171,301171.SZ,深交所
301172,301172.SZ,深交所
301173,301173.SZ,深交所
301175,301175.SZ,深交所
301176,301176.SZ,深交所
301177,301177.SZ,深交所
301178,301178.SZ,深交所
301179,301179.SZ,深交所
301180,301180.SZ,深交所
301181,301181.SZ,深交所
301182,301182.SZ,深交所
301183,301183.SZ,深交所
301185,301185.SZ,深交所
301186,301186.SZ,深交所
301187,301187.SZ,深交所
301188,301188.SZ,深交所
301189,301189.SZ,深交所
301190,301190.SZ,深交所
301191,301191.SZ,深交所
301192,301192.SZ,深交所
301193,301193.SZ,深交所
301195,301195.SZ,深交所
301196,301196.SZ,深交所
301197,301197.SZ,深交所
301198,301198.SZ,深交所
301199,301199.SZ,深交所
301200,301200.SZ,深交所
301201,301201.SZ,深交所
301202,301202.SZ,深交所
301203,301203.SZ,深交所
301205,301205.SZ,深交所
301206,301206.SZ,深交所
301207,301207.SZ,深交所
301208,301208.SZ,深交所
301209,301209.SZ,深交所
301210,301210.SZ,深交所
301211,301211.SZ,深交所
301212,301212.SZ,深交所
301213,301213.SZ,深交所
301215,301215.SZ,深交所
301216,301216.SZ,深交所
301217,301217.SZ,深交所
301218,301218.SZ,深交所
301219,301219.SZ,深交所
301220,301220.SZ,深交所
301221,301221.SZ,深交所
301222,301222.SZ,深交所
301223,301223.SZ,深交所
301225,301225.SZ,深交所
301226,301226.SZ,深交所
301227,301227.SZ,深交所
301228,301228.SZ,深交所
301229,301229.SZ,深交所
301230,301230.SZ,深交所
301231,301231.SZ,深交所
301232,301232.SZ,深交所
301233,301233.SZ,深交所
301234,301234.SZ,深交所
301235,301235.SZ,深交所
301236,301236.SZ,深交所
301237,301237.SZ,深交所
301238,301238.SZ,深交所
301239,301239.SZ,深交所
301246,301246.SZ,深交所
301248,301248.SZ,深交所
301251,301251.SZ,深交所
301252,301252.SZ,深交所
301255,301255.SZ,深交所
301256,301256.SZ,深交所
301257,301257.SZ,深交所
301258,301258.SZ,深交所
301259,301259.SZ,深交所
301260,301260.SZ,深交所
301261,301261.SZ,深交所
301262,301262.SZ,深交所
301263,301263.SZ,深交所
301265,301265.SZ,深交所
301266,301266.SZ,深交所
301267,301267.SZ,深交所
301268,301268.SZ,深交所
301269,301269.SZ,深交所
301270,301270.SZ,深交所
301272,301272.SZ,深交所
301273,301273.SZ,深交所
301275,301275.SZ,深交所
301276,301276.SZ,深交所
301277,301277.SZ,深交所
301278,301278.SZ,深交所
301279,301279.SZ,深交所
301280,301280.SZ,深交所
301281,301281.SZ,深交所
301282,301282.SZ,深交所
301283,301283.SZ,深交所
301285,301285.SZ,深交所
301286,301286.SZ,深交所
301287,301287.SZ,深交所
301288,301288.SZ,深交所
301289,301289.SZ,深交所
301290,301290.SZ,深交所
301291,301291.SZ,深交所
301292,301292.SZ,深交所
301293,301293.SZ,深交所
301295,301295.SZ,深交所
301296,301296.SZ,深交所
301297,301297.SZ,深交所
301298,301298.SZ,深交所
301299,301299.SZ,深交所
301300,301300.SZ,深交所
301301,301301.SZ,深交所
301302,301302.SZ,深交所
301303,301303.SZ,深交所
301305,301305.SZ,深交所
301306,301306.SZ,深交所
301307,301307.SZ,深交所
301308,301308.SZ,深交所
301309,301309.SZ,深交所
301310,301310.SZ,深交所
301311,301311.SZ,深交所
301312,301312.SZ,深交所
301313,301313.SZ,深交所
301314,301314.SZ,深交所
301315,301315.SZ,深交所
301316,301316.SZ,深交所
301317,301317.SZ,深交所
301318,301318.SZ,深交所
301319,301319.SZ,深交所
301320,301320.SZ,深交所
301321,301321.SZ,深交所
301322,301322.SZ,深交所
301323,301323.SZ,深交所
301325,301325.SZ,深交所
301326,301326.SZ,深交所
301327,301327.SZ,深交所
301328,301328.SZ,深交所
301329,301329.SZ,深交所
301330,301330.SZ,深交所
301331,301331.SZ,深交所
301332,301332.SZ,深交所
301333,301333.SZ,深交所
301335,301335.SZ,深交所
301336,301336.SZ,深交所
301337,301337.SZ,深交所
301338,301338.SZ,深交所
301339,301339.SZ,深交所
301345,301345.SZ,深交所
301348,301348.SZ,深交所
301349,301349.SZ,深交所
301353,301353.SZ,深交所
301355,301355.SZ,深交所
301356,301356.SZ,深交所
301357,301357.SZ,深交所
301358,301358.SZ,深交所
301359,301359.SZ,深交所
301360,301360.SZ,深交所
301361,301361.SZ,深交所
301362,301362.SZ,深交所
301363,301363.SZ,深交所
301365,301365.SZ,深交所
301366,301366.SZ,深交所
301367,301367.SZ,深交所
301368,301368.SZ,深交所
301369,301369.SZ,深交所
301370,301370.SZ,深交所
301371,301371.SZ,深交所
301372,301372.SZ,深交所
301373,301373.SZ,深交所
301376,301376.SZ,深交所
301377,301377.SZ,深交所
301378,301378.SZ,深交所
301379,301379.SZ,深交所
301380,301380.SZ,深交所
301381,301381.SZ,深交所
301382,301382.SZ,深交所
301383,301383.SZ,深交所
301386,301386.SZ,深交所
301387,301387.SZ,深交所
301388,301388.SZ,深交所
301389,301389.SZ,深交所
301390,301390.SZ,深交所
301391,301391.SZ,深交所
301392,301392.SZ,深交所
301393,301393.SZ,深交所
301395,301395.SZ,深交所
301396,301396.SZ,深交所
301397,301397.SZ,深交所
301398,301398.SZ,深交所
301399,301399.SZ,深交所
301408,301408.SZ,深交所
301413,301413.SZ,深交所
301418,301418.SZ,深交所
301419,301419.SZ,深交所
301421,301421.SZ,深交所
301429,301429.SZ,深交所
301439,301439.SZ,深交所
301446,301446.SZ,深交所
